,Shabda,Varga
818,aṅganā,digvargaḥ
819,añjanā,digvargaḥ
820,añjanāvatī,digvargaḥ
821,apadiśam,digvargaḥ
822,vidiś,digvargaḥ
823,pradiś,digvargaḥ
824,abhyantara,digvargaḥ
825,antarāla,digvargaḥ
826,cakravāla,digvargaḥ
827,maṇḍala,digvargaḥ
828,abhra,digvargaḥ
829,megha,digvargaḥ
830,vārivāha,digvargaḥ
831,stanayitnu,digvargaḥ
832,balāhaka,digvargaḥ
833,dhārādhara,digvargaḥ
834,jaladhara,digvargaḥ
835,payodhara,digvargaḥ
836,taḍitvat,digvargaḥ
837,vārida,digvargaḥ
838,ambubhṛt,digvargaḥ
839,ghana,digvargaḥ
840,jīmūta,digvargaḥ
841,mudira,digvargaḥ
842,jalamuc,digvargaḥ
843,payomuc,digvargaḥ
844,dhūmayoni,digvargaḥ
845,kādambinī,digvargaḥ
846,meghamālā,digvargaḥ
847,abhriya,digvargaḥ
848,stanita,digvargaḥ
849,garjita,digvargaḥ
850,meghanirghoṣa,digvargaḥ
851,rasita,digvargaḥ
852,śampā,digvargaḥ
853,śambā,digvargaḥ
854,śatahradā,digvargaḥ
855,hrādinī,digvargaḥ
856,airāvatī,digvargaḥ
857,kṣaṇaprabhā,digvargaḥ
858,taḍit,digvargaḥ
859,saudāmanī,digvargaḥ
860,saudāminī,digvargaḥ
861,vidyut,digvargaḥ
862,cañcalā,digvargaḥ
863,capalā,digvargaḥ
864,sphūrjathu,digvargaḥ
865,vajranirghoṣa,digvargaḥ
866,meghajyoti,digvargaḥ
867,irammada,digvargaḥ
868,indrāyudha,digvargaḥ
869,śakradhanus,digvargaḥ
870,rohita,digvargaḥ
871,vṛṣṭi,digvargaḥ
872,varṣa,digvargaḥ
873,avagrāha,digvargaḥ
874,avagraha,digvargaḥ
875,dhārāsampāta,digvargaḥ
876,āsāra,digvargaḥ
877,śīkara,digvargaḥ
878,sīkara,digvargaḥ
879,ambukaṇa,digvargaḥ
880,karakā,digvargaḥ
881,meghacchanna,digvargaḥ
882,ahan,digvargaḥ
883,durdina,digvargaḥ
884,antardhā,digvargaḥ
885,vyavadhā,digvargaḥ
886,antardhi,digvargaḥ
887,apavāraṇa,digvargaḥ
888,apidhāna,digvargaḥ
889,tirodhāna,digvargaḥ
890,pidhāna,digvargaḥ
891,ācchādana,digvargaḥ
892,himāṃśu,digvargaḥ
893,candramas,digvargaḥ
894,candra,digvargaḥ
895,indu,digvargaḥ
896,kumudabāndhava,digvargaḥ
897,vidhu,digvargaḥ
898,sudhāṃśu,digvargaḥ
899,śubhrāṃśu,digvargaḥ
900,oṣadhīśa,digvargaḥ
901,niśāpati,digvargaḥ
902,abja,digvargaḥ
903,jaivātṛka,digvargaḥ
904,soma,digvargaḥ
905,soman,digvargaḥ
906,glau,digvargaḥ
907,mṛgāṅka,digvargaḥ
908,śaśāṅka,digvargaḥ
909,kalānidhi,digvargaḥ
910,dvijarāja,digvargaḥ
911,śaśadhara,digvargaḥ
912,nakṣatreśa,digvargaḥ
913,kṣapākara,digvargaḥ
914,niśākara,digvargaḥ
915,kalā,digvargaḥ
916,bimba,digvargaḥ
917,maṇḍala,digvargaḥ
918,bhitta,digvargaḥ
919,śakala,digvargaḥ
920,khaṇḍa,digvargaḥ
921,ardha,digvargaḥ
922,ardha,digvargaḥ
923,candrikā,digvargaḥ
924,kaumudī,digvargaḥ
925,jyotsnā,digvargaḥ
926,prasāda,digvargaḥ
927,prasannatā,digvargaḥ
928,kalaṅka,digvargaḥ
929,aṅka,digvargaḥ
930,lāñchana,digvargaḥ
931,cihna,digvargaḥ
932,lakṣman,digvargaḥ
933,lakṣaṇa,digvargaḥ
934,lakṣmaṇa,digvargaḥ
935,suṣamā,digvargaḥ
936,śobhā,digvargaḥ
937,kānti,digvargaḥ
938,dyuti,digvargaḥ
939,chavi,digvargaḥ
940,avaśyāya,digvargaḥ
941,nīhāra,digvargaḥ
942,tuṣāra,digvargaḥ
943,tuhina,digvargaḥ
944,hima,digvargaḥ
945,prāleya,digvargaḥ
946,mihikā,digvargaḥ
947,himānī,digvargaḥ
948,himasaṃhati,digvargaḥ
949,śīta,digvargaḥ
950,suṣīma,digvargaḥ
951,suṣima,digvargaḥ
952,suśīma,digvargaḥ
953,śiśira,digvargaḥ
954,jaḍa,digvargaḥ
955,tuṣāra,digvargaḥ
956,śītala,digvargaḥ
957,śīta,digvargaḥ
958,hima,digvargaḥ
959,dhruva,digvargaḥ
960,auttānapādi,digvargaḥ
961,agastya,digvargaḥ
962,agasti,digvargaḥ
963,kumbhasambhava,digvargaḥ
964,kumbhaja,digvargaḥ
965,maitrāvaruṇi,digvargaḥ
966,maitrāvaruṇa,digvargaḥ
967,lopāmudrā,digvargaḥ
968,sadharmiṇī,digvargaḥ
969,nakṣatra,digvargaḥ
970,ṛkṣa,digvargaḥ
971,bha,digvargaḥ
972,tārā,digvargaḥ
973,tārakā,digvargaḥ
974,uḍu,digvargaḥ
975,dākṣāyaṇī,digvargaḥ
976,aśvayuj,digvargaḥ
977,aśvinī,digvargaḥ
978,rādhā,digvargaḥ
979,viśākhā,digvargaḥ
980,puṣya,digvargaḥ
981,sidhya,digvargaḥ
982,tiṣya,digvargaḥ
983,śraviṣṭhā,digvargaḥ
984,dhaniṣṭhā,digvargaḥ
985,proṣṭhapadā,digvargaḥ
986,prauṣṭhapadā,digvargaḥ
987,bhādrapadā,digvargaḥ
988,mṛgaśīrṣa,digvargaḥ
989,mṛgaśiras,digvargaḥ
990,āgrahāyaṇī,digvargaḥ
991,ilvalā,digvargaḥ
992,bṛhaspati,digvargaḥ
993,bṛhatāṃ pati,digvargaḥ
994,surācārya,digvargaḥ
995,gīrpati,digvargaḥ
996,gīṣpati,digvargaḥ
997,dhiṣaṇa,digvargaḥ
998,guru,digvargaḥ
999,jīva,digvargaḥ
1000,āṅgirasa,digvargaḥ
1001,vācaspati,digvargaḥ
1002,vākpati,digvargaḥ
1003,vācāṃ pati,digvargaḥ
1004,citraśikhaṇḍija,digvargaḥ
1005,śukra,digvargaḥ
1006,daityaguru,digvargaḥ
1007,kāvya,digvargaḥ
1008,uśanas,digvargaḥ
1009,bhārgava,digvargaḥ
1010,kavi,digvargaḥ
1011,aṅgāraka,digvargaḥ
1012,kuja,digvargaḥ
1013,bhauma,digvargaḥ
1014,lohitāṅga,digvargaḥ
1015,mahīsuta,digvargaḥ
1016,rauhiṇeya,digvargaḥ
1017,budha,digvargaḥ
1018,saumya,digvargaḥ
1019,sauri,digvargaḥ
1020,śauri,digvargaḥ
1021,sūra,digvargaḥ
1022,śanaiścara,digvargaḥ
1023,śani,digvargaḥ
1024,paṅgu,digvargaḥ
1025,manda,digvargaḥ
1026,tama,digvargaḥ
1027,tamas,digvargaḥ
1028,rāhu,digvargaḥ
1029,svarbhānu,digvargaḥ
1030,saiṃhikeya,digvargaḥ
1031,vidhuntuda,digvargaḥ
1032,marīcī,digvargaḥ
1033,atri,digvargaḥ
1034,citraśikhanḍin,digvargaḥ
1035,lagna,digvargaḥ
1036,meṣa,digvargaḥ
1037,vṛṣa,digvargaḥ
1038,sūra,digvargaḥ
1039,sūrya,digvargaḥ
1040,aryaman,digvargaḥ
1041,āditya,digvargaḥ
1042,dvādaśātman,digvargaḥ
1043,divākara,digvargaḥ
1044,bhāskara,digvargaḥ
1045,ahaskara,digvargaḥ
1046,bradhna,digvargaḥ
1047,prabhākara,digvargaḥ
1048,vibhākara,digvargaḥ
1049,bhāsvat,digvargaḥ
1050,vivasvat,digvargaḥ
1051,saptāśva,digvargaḥ
1052,haridaśva,digvargaḥ
1053,uṣṇaraśmi,digvargaḥ
1054,vikartana,digvargaḥ
1055,arka,digvargaḥ
1056,mārtaṇḍa,digvargaḥ
1057,mārtāṇḍa,digvargaḥ
1058,mihira,digvargaḥ
1059,mihara,digvargaḥ
1060,mahira,digvargaḥ
1061,aruṇa,digvargaḥ
1062,pūṣan,digvargaḥ
1063,dyumaṇi,digvargaḥ
1064,ambaramaṇi,digvargaḥ
1065,gaganamaṇi,digvargaḥ
1066,taraṇi,digvargaḥ
1067,mitra,digvargaḥ
1068,citrabhānu,digvargaḥ
1069,virocana,digvargaḥ
1070,vibhāvasu,digvargaḥ
1071,grahapati,digvargaḥ
1072,tviṣāmpati,digvargaḥ
1073,aharpati,digvargaḥ
1074,bhānu,digvargaḥ
1075,haṃsa,digvargaḥ
1076,sahasrāṃśu,digvargaḥ
1077,caṇḍāṃśu,digvargaḥ
1078,tapana,digvargaḥ
1079,tāpana,digvargaḥ
1080,savitṛ,digvargaḥ
1081,ravi,digvargaḥ
1082,padmākṣa,digvargaḥ
1083,tejasāṃrāśi,digvargaḥ
1084,chāyānātha,digvargaḥ
1085,tamisrahan,digvargaḥ
1086,karmasākṣin,digvargaḥ
1087,jagaccakṣuṣ,digvargaḥ
1088,lokabandhu,digvargaḥ
1089,trayītanu,digvargaḥ
1090,pradyotana,digvargaḥ
1091,dinamaṇi,digvargaḥ
1092,khadyota,digvargaḥ
1093,lokabāndhava,digvargaḥ
1094,ina,digvargaḥ
1095,bhaga,digvargaḥ
1096,dhāmanidhi,digvargaḥ
1097,aṃśumālin,digvargaḥ
1098,abjinīpati,digvargaḥ
1099,padminīpati,digvargaḥ
1100,māṭhara,digvargaḥ
1101,piṅgala,digvargaḥ
1102,daṇḍa,digvargaḥ
1103,caṇḍāṃśu,digvargaḥ
1104,pāripārśvaka,digvargaḥ
1105,sūrasūta,digvargaḥ
1106,aruṇa,digvargaḥ
1107,anūru,digvargaḥ
1108,kāśyapi,digvargaḥ
1109,garuḍāgraja,digvargaḥ
1110,pariveṣa,digvargaḥ
1111,pariveśa,digvargaḥ
1112,paridhi,digvargaḥ
1113,upasūryaka,digvargaḥ
1114,maṇḍala,digvargaḥ
1115,kiraṇa,digvargaḥ
1116,asra,digvargaḥ
1117,mayūkha,digvargaḥ
1118,aṃśu,digvargaḥ
1119,gabhasti,digvargaḥ
1120,ghṛṇi,digvargaḥ
1121,raśmi,digvargaḥ
1122,dhṛṣṇi,digvargaḥ
1123,vṛṣṇi,digvargaḥ
1124,pṛśni,digvargaḥ
1125,bhānu,digvargaḥ
1126,kara,digvargaḥ
1127,marīci,digvargaḥ
1128,dīdhiti,digvargaḥ
1129,prabhā,digvargaḥ
1130,ruc,digvargaḥ
1131,ruci,digvargaḥ
1132,tviṣ,digvargaḥ
1133,bhā,digvargaḥ
1134,bhās,digvargaḥ
1135,chavi,digvargaḥ
1136,dyuti,digvargaḥ
1137,dīpti,digvargaḥ
1138,rocis,digvargaḥ
1139,śocis,digvargaḥ
1140,prakāśa,digvargaḥ
1141,dyota,digvargaḥ
1142,ātapa,digvargaḥ
1143,koṣṇa,digvargaḥ
1144,kavoṣṇa,digvargaḥ
1145,mandoṣṇa,digvargaḥ
1146,kaduṣṇa,digvargaḥ
1147,tigma,digvargaḥ
1148,tīkṣṇa,digvargaḥ
1149,khara,digvargaḥ
1150,mṛgatṛṣṇā,digvargaḥ
1151,marīcikā,digvargaḥ
1152,kāla,kālavargaḥ
1153,diṣṭa,kālavargaḥ
1154,anehas,kālavargaḥ
1155,samaya,kālavargaḥ
1156,pakṣati,kālavargaḥ
1157,pakṣatī,kālavargaḥ
1158,pratipat,kālavargaḥ
1159,tithi,kālavargaḥ
1160,ghasra,kālavargaḥ
1161,dina,kālavargaḥ
1162,ahan,kālavargaḥ
1163,divasa,kālavargaḥ
1164,vāsara,kālavargaḥ
1165,vāra,kālavargaḥ
1166,pratyūṣa,kālavargaḥ
1167,aharmukha,kālavargaḥ
1168,kalya,kālavargaḥ
1169,kālya,kālavargaḥ
1170,uṣas,kālavargaḥ
1171,pratyuṣas,kālavargaḥ
1172,vyuṣṭa,kālavargaḥ
1173,vibhāta,kālavargaḥ
1174,gosarga,kālavargaḥ
1175,prabhāta,kālavargaḥ
1176,dinānta,kālavargaḥ
1177,sāyam,kālavargaḥ
1178,sandhyā,kālavargaḥ
1179,sandhā,kālavargaḥ
1180,pitṛprasū,kālavargaḥ
1181,prāhṇa,kālavargaḥ
1182,aparāhṇa,kālavargaḥ
1183,madhyāhna,kālavargaḥ
1184,trisandhya,kālavargaḥ
1185,śarvarī,kālavargaḥ
1186,śārvarī,kālavargaḥ
1187,niśā,kālavargaḥ
1188,niśa,kālavargaḥ
1189,niśīthinī,kālavargaḥ
1190,rātri,kālavargaḥ
1191,rātrī,kālavargaḥ
1192,triyāmā,kālavargaḥ
1193,kṣaṇadā,kālavargaḥ
1194,kṣapā,kālavargaḥ
1195,vibhāvarī,kālavargaḥ
1196,tamasvinī,kālavargaḥ
1197,rajanī,kālavargaḥ
1198,rajani,kālavargaḥ
1199,yāminī,kālavargaḥ
1200,tamī,kālavargaḥ
1201,tami,kālavargaḥ
1202,tamā,kālavargaḥ
1203,tamisrā,kālavargaḥ
1204,tāmasī,kālavargaḥ
1205,jyautsnī,kālavargaḥ
1206,jyotsnā,kālavargaḥ
1207,jyotsnī,kālavargaḥ
1208,candrikā,kālavargaḥ
1209,pakṣiṇī,kālavargaḥ
1210,gaṇarātra,kālavargaḥ
1211,pradoṣa,kālavargaḥ
1212,rajanīmukha,kālavargaḥ
1213,ardharātra,kālavargaḥ
1214,niśītha,kālavargaḥ
1215,yāma,kālavargaḥ
1216,prahara,kālavargaḥ
1217,parvasandhi,kālavargaḥ
1218,pratipad,kālavargaḥ
1219,pakṣānta,kālavargaḥ
1220,pañcadaśī,kālavargaḥ
1221,paurṇamāsī,kālavargaḥ
1222,pūrṇimā,kālavargaḥ
1223,kalāhīna,kālavargaḥ
1224,anumati,kālavargaḥ
1225,rākā,kālavargaḥ
1226,niśākara,kālavargaḥ
1227,amāvāsyā,kālavargaḥ
1228,amāvasyā,kālavargaḥ
1229,amāvasī,kālavargaḥ
1230,amāvāsī,kālavargaḥ
1231,amāmāsī,kālavargaḥ
1232,amāmasī,kālavargaḥ
1233,amā,kālavargaḥ
1234,darśa,kālavargaḥ
1235,sūryendusaṅgama,kālavargaḥ
1236,sinīvālī,kālavargaḥ
1237,kuhū,kālavargaḥ
1238,kuhu,kālavargaḥ
1239,uparāga,kālavargaḥ
1240,graha,kālavargaḥ
1241,upaplava,kālavargaḥ
1242,uparakta,kālavargaḥ
1243,agnyutpāta,kālavargaḥ
1244,upāhita,kālavargaḥ
1245,puṣpavat,kālavargaḥ
1246,puṣpadanta,kālavargaḥ
1247,kāṣṭhā,kālavargaḥ
1248,kalā,kālavargaḥ
1249,kṣaṇa,kālavargaḥ
1250,muhūrta,kālavargaḥ
1251,ahorātra,kālavargaḥ
1252,pakṣa,kālavargaḥ
1253,śukla,kālavargaḥ
1254,kṛṣṇa,kālavargaḥ
1255,māsa,kālavargaḥ
1256,ṛtu,kālavargaḥ
1257,ayana,kālavargaḥ
1258,vatsara,kālavargaḥ
1259,viṣuvat,kālavargaḥ
1260,viṣuvaṃ,kālavargaḥ
1261,pauṣī,kālavargaḥ
1262,pauṣa,kālavargaḥ
1263,mārgaśīrṣa,kālavargaḥ
1264,sahas,kālavargaḥ
1265,mārga,kālavargaḥ
1266,āgrahāyaṇika,kālavargaḥ
1267,āgrahāyaṇa,kālavargaḥ
1268,pauṣa,kālavargaḥ
1269,taiṣa,kālavargaḥ
1270,sahasya,kālavargaḥ
1271,tapas,kālavargaḥ
1272,māgha,kālavargaḥ
1273,phālguna,kālavargaḥ
1274,tapasya,kālavargaḥ
1275,phālgunika,kālavargaḥ
1276,caitra,kālavargaḥ
1277,caitrika,kālavargaḥ
1278,madhu,kālavargaḥ
1279,vaiśākha,kālavargaḥ
1280,mādhava,kālavargaḥ
1281,rādha,kālavargaḥ
1282,jyeṣṭha,kālavargaḥ
1283,jyaiṣṭha,kālavargaḥ
1284,śukra,kālavargaḥ
1285,śuci,kālavargaḥ
1286,āṣāḍha,kālavargaḥ
1287,āṣāḍhaka,kālavargaḥ
1288,śrāvaṇa,kālavargaḥ
1289,nabhas,kālavargaḥ
1290,śrāvaṇika,kālavargaḥ
1291,nabhasya,kālavargaḥ
1292,prauṣṭhapada,kālavargaḥ
1293,bhādra,kālavargaḥ
1294,bhādrapada,kālavargaḥ
1295,āśvina,kālavargaḥ
1296,iṣa,kālavargaḥ
1297,āśvayuja,kālavargaḥ
1298,kārtika,kālavargaḥ
1299,bāhula,kālavargaḥ
1300,ūrja,kālavargaḥ
1301,kārtikika,kālavargaḥ
1302,hemanta,kālavargaḥ
1303,heman,kālavargaḥ
1304,śiśira,kālavargaḥ
1305,vasanta,kālavargaḥ
1306,puṣpasamaya,kālavargaḥ
1307,surabhi,kālavargaḥ
1308,ṛturāja,kālavargaḥ
1309,grīṣma,kālavargaḥ
1310,ūṣmaka,kālavargaḥ
1311,uṣmaka,kālavargaḥ
1312,uṣṇaka,kālavargaḥ
1313,ūṣṇaka,kālavargaḥ
1314,uṣmaṇa,kālavargaḥ
1315,ūṣmaṇa,kālavargaḥ
1316,nidāgha,kālavargaḥ
1317,uṣṇopagama,kālavargaḥ
1318,ūṣṇopagama,kālavargaḥ
1319,uṣṇa,kālavargaḥ
1320,ūṣṇa,kālavargaḥ
1321,ūṣmāgama,kālavargaḥ
1322,uṣmāgama,kālavargaḥ
1323,tapa,kālavargaḥ
1324,prāvṛṣ,kālavargaḥ
1325,varṣā,kālavargaḥ
1326,śarad,kālavargaḥ
1327,ṛtu,kālavargaḥ
1328,saṃvatsara,kālavargaḥ
1329,parivatsara,kālavargaḥ
1330,vatsara,kālavargaḥ
1331,abda,kālavargaḥ
1332,hāyana,kālavargaḥ
1333,śarad,kālavargaḥ
1334,paitra,kālavargaḥ
1335,daivata,kālavargaḥ
1336,brāhma,kālavargaḥ
1337,kalpa,kālavargaḥ
1338,manvantara,kālavargaḥ
1339,saṃvarta,kālavargaḥ
1340,pralaya,kālavargaḥ
1341,kalpa,kālavargaḥ
1342,kṣaya,kālavargaḥ
1343,kalpānta,kālavargaḥ
1344,paṅka,kālavargaḥ
1345,pāpman,kālavargaḥ
1346,pāpa,kālavargaḥ
1347,kilbiṣa,kālavargaḥ
1348,kalmaṣa,kālavargaḥ
1349,kaluṣa,kālavargaḥ
1350,vṛjina,kālavargaḥ
1351,enas,kālavargaḥ
1352,agha,kālavargaḥ
1353,aṃhas,kālavargaḥ
1354,aṃghas,kālavargaḥ
1355,durita,kālavargaḥ
1356,duṣkṛta,kālavargaḥ
1357,dharma,kālavargaḥ
1358,puṇya,kālavargaḥ
1359,śreyas,kālavargaḥ
1360,sukṛta,kālavargaḥ
1361,vṛṣa,kālavargaḥ
1362,mud,kālavargaḥ
1363,prīti,kālavargaḥ
1364,pramada,kālavargaḥ
1365,harṣa,kālavargaḥ
1366,pramoda,kālavargaḥ
1367,āmoda,kālavargaḥ
1368,sammada,kālavargaḥ
1369,ānandathu,kālavargaḥ
1370,ānanda,kālavargaḥ
1371,śarman,kālavargaḥ
1372,śāta,kālavargaḥ
1373,sāta,kālavargaḥ
1374,sukha,kālavargaḥ
1375,śvaḥśreyasa,kālavargaḥ
1376,śiva,kālavargaḥ
1377,bhadra,kālavargaḥ
1378,kalyāṇa,kālavargaḥ
1379,maṅgala,kālavargaḥ
1380,śubha,kālavargaḥ
1381,bhāvuka,kālavargaḥ
1382,bhavika,kālavargaḥ
1383,bhavya,kālavargaḥ
1384,kuśala,kālavargaḥ
1385,kuṣala,kālavargaḥ
1386,kṣema,kālavargaḥ
1387,śasta,kālavargaḥ
1388,matallikā,kālavargaḥ
1389,macarcikā,kālavargaḥ
1390,prakāṇḍa,kālavargaḥ
1391,uddha,kālavargaḥ
1392,tallaja,kālavargaḥ
1393,aya,kālavargaḥ
1394,daiva,kālavargaḥ
1395,diṣṭa,kālavargaḥ
1396,bhāgadheya,kālavargaḥ
1397,bhāgya,kālavargaḥ
1398,niyati,kālavargaḥ
1399,vidhi,kālavargaḥ
1400,hetu,kālavargaḥ
1401,kāraṇa,kālavargaḥ
1402,bīja,kālavargaḥ
1403,nidāna,kālavargaḥ
1404,ādikāraṇa,kālavargaḥ
1405,kṣetrajña,kālavargaḥ
1406,ātman,kālavargaḥ
1407,puruṣa,kālavargaḥ
1408,pradhāna,kālavargaḥ
1409,prakṛti,kālavargaḥ
1410,viśeṣa,kālavargaḥ
1411,kālikovasthā,kālavargaḥ
1412,sattva,kālavargaḥ
1413,rajas,kālavargaḥ
1414,raja,kālavargaḥ
1415,tamas,kālavargaḥ
1416,tama,kālavargaḥ
1417,janus,kālavargaḥ
1418,janana,kālavargaḥ
1419,janman,kālavargaḥ
1420,janma,kālavargaḥ
1421,jani,kālavargaḥ
1422,utpatti,kālavargaḥ
1423,udbhava,kālavargaḥ
1424,prāṇin,kālavargaḥ
1425,cetana,kālavargaḥ
1426,janmin,kālavargaḥ
1427,jantu,kālavargaḥ
1428,janyu,kālavargaḥ
1429,śarīrin,kālavargaḥ
1430,jāti,kālavargaḥ
1431,jāta,kālavargaḥ
1432,sāmānya,kālavargaḥ
1433,vyakti,kālavargaḥ
1434,pṛthagātmatā,kālavargaḥ
1435,citta,kālavargaḥ
1436,cetas,kālavargaḥ
1437,hṛdaya,kālavargaḥ
1438,svānta,kālavargaḥ
1439,hṛd,kālavargaḥ
1440,mānasa,kālavargaḥ
1441,manas,kālavargaḥ
1442,buddhi,dhīvargaḥ
1443,manīṣā,dhīvargaḥ
1444,dhiṣaṇā,dhīvargaḥ
1445,dhī,dhīvargaḥ
1446,prajñā,dhīvargaḥ
1447,śemuṣī,dhīvargaḥ
1448,mati,dhīvargaḥ
1449,prekṣā,dhīvargaḥ
1450,upalabdhi,dhīvargaḥ
1451,cit,dhīvargaḥ
1452,saṃvid,dhīvargaḥ
1453,pratipat,dhīvargaḥ
1454,jñapti,dhīvargaḥ
1455,cetanā,dhīvargaḥ
1456,medhā,dhīvargaḥ
1457,saṅkalpa,dhīvargaḥ
1458,avadhāna,dhīvargaḥ
1459,samādhāna,dhīvargaḥ
1460,praṇidhāna,dhīvargaḥ
1461,cittābhoga,dhīvargaḥ
1462,manaskāra,dhīvargaḥ
1463,carcā,dhīvargaḥ
1464,saṅkhyā,dhīvargaḥ
1465,vicāraṇā,dhīvargaḥ
1466,vimarśa,dhīvargaḥ
1467,bhāvanā,dhīvargaḥ
1468,vāsanā,dhīvargaḥ
1469,adhyāhāra,dhīvargaḥ
1470,tarka,dhīvargaḥ
1471,ūha,dhīvargaḥ
1472,vicikitsā,dhīvargaḥ
1473,saṃśaya,dhīvargaḥ
1474,sandeha,dhīvargaḥ
1475,dvāpara,dhīvargaḥ
1476,nirṇaya,dhīvargaḥ
1477,niścaya,dhīvargaḥ
1478,mithyādṛṣṭi,dhīvargaḥ
1479,nāstikatā,dhīvargaḥ
1480,vyāpāda,dhīvargaḥ
1481,drohacintana,dhīvargaḥ
1482,siddhānta,dhīvargaḥ
1483,rāddhānta,dhīvargaḥ
1484,bhrānti,dhīvargaḥ
1485,mithyāmati,dhīvargaḥ
1486,bhrama,dhīvargaḥ
1487,saṃvid,dhīvargaḥ
1488,āgū,dhīvargaḥ
1489,āgur,dhīvargaḥ
1490,pratijñāna,dhīvargaḥ
1491,niyama,dhīvargaḥ
1492,āśrava,dhīvargaḥ
1493,saṃśrava,dhīvargaḥ
1494,aṅgīkāra,dhīvargaḥ
1495,svīkara,dhīvargaḥ
1496,abhyupagama,dhīvargaḥ
1497,pratiśrava,dhīvargaḥ
1498,samādhi,dhīvargaḥ
1499,jñāna,dhīvargaḥ
1500,vijñāna,dhīvargaḥ
1501,mukti,dhīvargaḥ
1502,kaivalya,dhīvargaḥ
1503,nirvāṇa,dhīvargaḥ
1504,śreyas,dhīvargaḥ
1505,niḥśreyasa,dhīvargaḥ
1506,amṛta,dhīvargaḥ
1507,mokṣa,dhīvargaḥ
1508,apavarga,dhīvargaḥ
1509,ajñāna,dhīvargaḥ
1510,avidyā,dhīvargaḥ
1511,ahammati,dhīvargaḥ
1512,rūpa,dhīvargaḥ
1513,śabda,dhīvargaḥ
1514,gandha,dhīvargaḥ
1515,rasa,dhīvargaḥ
1516,sparśa,dhīvargaḥ
1517,viṣaya,dhīvargaḥ
1518,gocara,dhīvargaḥ
1519,indriyārtha,dhīvargaḥ
1520,hṛṣīka,dhīvargaḥ
1521,viṣayin,dhīvargaḥ
1522,indriya,dhīvargaḥ
1523,karmendriya,dhīvargaḥ
1524,dhīndriya,dhīvargaḥ
1525,tuvara,dhīvargaḥ
1526,tūvara,dhīvargaḥ
1527,kuvara,dhīvargaḥ
1528,kaṣāya,dhīvargaḥ
1529,madhura,dhīvargaḥ
1530,lavaṇa,dhīvargaḥ
1531,kaṭu,dhīvargaḥ
1532,tikta,dhīvargaḥ
1533,amla,dhīvargaḥ
1534,ambla,dhīvargaḥ
1535,parimala,dhīvargaḥ
1536,āmoda,dhīvargaḥ
1537,atinirhārin,dhīvargaḥ
1538,samākarṣin,dhīvargaḥ
1539,nirhārin,dhīvargaḥ
1540,surabhi,dhīvargaḥ
1541,ghrāṇatarpaṇa,dhīvargaḥ
1542,iṣṭagandha,dhīvargaḥ
1543,sugandhi,dhīvargaḥ
1544,āmodin,dhīvargaḥ
1545,mukhavāsana,dhīvargaḥ
1546,aguruvāsana,dhīvargaḥ
1547,pūtigandhi,dhīvargaḥ
1548,durgandha,dhīvargaḥ
1549,visra,dhīvargaḥ
1550,āmagandhi,dhīvargaḥ
1551,śukla,dhīvargaḥ
1552,śubhra,dhīvargaḥ
1553,śuci,dhīvargaḥ
1554,śveta,dhīvargaḥ
